student_id,application_year,age,graduation_year,department,university_tier,cgpa,english_exam_score,attendance_rate,failed_courses_count,target_role,coding_score,problem_solving_score,data_structures_score,sql_score,machine_learning_score,backend_score,frontend_score,cloud_score,devops_score,project_quality_score,real_client_project_count,internship_count,internship_duration_months,freelance_project_count,hackathon_count,hackathon_awards,portfolio_score,github_repo_count,github_avg_stars,open_source_contribution_count,linkedin_profile_score,cv_quality_score,technical_interview_score,hr_interview_score,communication_score,teamwork_score,leadership_score,presentation_score,certification_count,bootcamp_count,applications_sent,interviews_attended,hobby,preferred_social_media_platform,career_success_score,mentor_feedback_text
STU_002893,2023,20,2023,5,2,2.98,72.38,84.78,0,2,77.49,67.31,75.72,80.04,79.97,74.34,72.33,88.32983188476665,75.49423660646566,84.36,1,1,8.0,1,1,0,53.1,1,2.55,3.0,7.77,73.59,42.71,57.4433546637744,92.79,48.5,8.17,55.21,3,1,13,0,2,2,98.38,1768
STU_002894,2026,26,2026,5,3,2.68,51.35,84.38,1,9,69.13,80.97,73.68,70.91,82.29,66.07,73.4,62.2,82.94,50.9,2,1,9.0,0,1,0,94.6,4,2.61,2.0,48.87,79.46,85.22,17.38,30.72,82.62,46.03,35.1,0,2,94,8,5,4,63.84,7773
STU_002895,2021,24,2020,1,1,3.05,52.31,99.46,1,7,73.44,91.98,77.87,90.68,90.26,86.86,68.35783448796815,64.3,65.22,56.05,1,1,5.0,0,0,0,62.18,8,4.01,1.0,14.35,30.32,21.37,41.35,53.57,63.84,34.48,46.9,1,2,71,6,1,0,55.71,2851
STU_002896,2026,23,2026,0,2,2.82,77.42,64.89,1,2,72.64,94.39,77.4,79.58,62.44,68.32,61.06,84.28302187748751,86.78183377758138,30.77,1,1,5.0,1,1,0,71.25,8,1.73,9.0,57.29,96.82,60.87,75.76,45.29,50.32,45.48,60.12,0,1,60,4,2,0,77.21,5203
STU_002897,2020,24,2020,0,2,2.62,56.09,72.33,0,5,82.56,91.97,95.03,100.0,92.3626953583458,100.0,100.0,88.29,79.38,51.51,4,2,8.0,2,1,0,73.84,4,0.3,1.0,72.6,69.72,54.25,69.01,54.31,22.12,47.89,53.47,3,1,58,6,7,3,80.49,5863
STU_002898,2025,24,2025,0,1,3.68,49.55,90.84,2,5,77.26,93.1,76.89,74.40778650254528,78.62703437211944,62.98,68.88,76.95,63.83,46.37,0,1,6.0,1,3,0,31.18,7,0.58,1.0,49.48,73.15,62.16,29.91,53.69,57.29,82.4,56.24,5,1,63,5,2,0,86.72,3824
STU_002899,2020,20,2020,2,2,3.09,56.76,86.11,1,8,67.28,64.08,55.88,67.83,69.68,44.01,72.15,54.16236918690664,73.37245900505881,60.26,2,3,11.0,2,1,1,31.51,5,2.96,2.0,44.48,40.58,39.72,70.48,49.67,55.72,55.8,87.52,1,2,8,1,4,3,72.56,4238
STU_002900,2025,21,2024,0,3,2.59,18.13,76.67,1,5,78.15,89.03,62.54,76.36777353708696,86.44949281023935,76.72,69.99,52.23,66.64,51.97,4,0,4.0,2,0,0,82.51,13,0.64,6.0,59.67,58.9,21.44,38.27,87.69,49.93,16.64,34.51,3,1,32,5,1,3,69.61,7160
STU_002901,2022,22,2021,0,2,3.06,70.66,73.21,0,1,68.75,81.49,78.06,82.6594281497756,76.32,66.24059671314113,55.57,64.03,54.27,92.83,0,1,5.0,0,2,0,26.93,7,2.46,3.0,45.32,75.94,66.08,69.49,82.83,58.57,61.32,81.94,2,2,27,3,7,0,89.89,5765
STU_002902,2020,23,2020,0,3,2.96,71.75,68.93,2,5,74.93,75.19,69.09,78.41095855800344,84.61452831817272,79.79,54.0,67.31,60.71,79.46,4,1,1.0,2,0,0,77.06,5,3.12,3.0,73.29,65.38,60.51,28.55,40.61,64.72,57.43,43.92,3,4,36,6,5,0,85.79,4340
STU_002903,2019,24,2019,0,2,3.89,73.71,100.0,3,7,53.65,41.86,66.03,73.17,50.89,68.38,77.82454200683738,53.35,49.73,50.52,0,0,4.0,1,2,0,36.53,3,0.59,0.0,12.06,49.43,72.36,57.4433546637744,53.43,33.82,53.9,41.15,3,0,20,1,1,0,43.19,8886
STU_002904,2024,26,2023,0,1,3.15,33.24,67.41,1,4,80.63,75.36,74.56,67.11137190581987,69.31823626260723,76.14,79.96,72.74,55.1,76.94,0,0,4.0,0,0,0,55.47,11,0.41,4.0,67.18,41.94,82.48,28.85,11.14,74.33,37.63,52.42,1,1,96,11,7,3,79.58,6934
STU_002905,2025,20,2025,6,0,3.44,57.37218746545817,73.59,4,0,68.95,73.23,77.36,78.72,59.82212922527527,84.63,72.28,76.81,63.63,28.49,0,3,9.0,1,1,0,53.7,8,0.86,1.0,56.37,43.95,52.44,57.4433546637744,44.28,96.46,59.58,26.5,3,1,8,0,2,4,58.1,81
STU_002906,2019,22,2019,0,1,3.33,47.39,81.67,3,7,88.73,83.52,67.2,73.62,70.83,92.53,92.8119931979627,68.14,74.6,48.15,1,0,4.0,1,1,0,66.71,7,2.58,7.0,50.52,17.45,64.5,22.1,74.62,47.93,37.44,35.18,3,3,16,0,4,4,82.82,904
STU_002907,2023,24,2023,0,2,2.8,44.69,95.23,3,10,91.12,75.92,77.52,77.45,68.83,54.56,63.06,66.12,73.39,94.25,2,0,4.0,1,0,0,57.33377542548776,10,9.9,8.0,24.91,28.64,76.67,49.86,40.99,69.74,71.63,25.78,0,0,49,4,6,4,97.59,8548
STU_002908,2021,24,2021,6,2,2.46,61.72,77.1,0,10,80.21,99.83,87.6,76.38,81.62,78.3,96.56,74.28,70.16,48.69,3,0,4.0,2,1,0,66.37,10,1.42,5.0,70.3,47.9,58.9,29.03,28.53,49.38,24.61,42.48,3,5,59,9,4,1,62.84,3065
STU_002909,2026,22,2026,2,0,2.96,30.37,99.62,1,0,66.3,64.23,79.3,66.61,62.99828011593056,84.77,64.76,41.87,67.14,74.31,5,4,9.0,1,0,0,59.01,13,2.55,3.0,57.71,40.09,75.12,68.54,43.62,51.66,34.78,59.33,0,0,29,0,0,2,85.06,5856
STU_002910,2020,27,2020,6,1,3.22,47.42,78.07,0,1,79.95,87.25,80.63,85.72952235026838,70.91,100.0,63.91,73.42,87.67,47.98,1,0,0.0,1,0,0,80.89,15,21.36,11.0,37.45,49.04,48.71,39.9,76.29,49.76,56.57,63.24,1,2,29,2,6,4,83.31,589
STU_002911,2023,21,2022,1,0,3.27,28.32,67.38,2,2,55.35,61.07,55.51,57.58,70.35,66.24,64.97,74.37826356130698,60.66388432952659,57.03,1,1,10.0,1,1,0,37.97,8,7.93,1.0,45.07,79.03,76.83,77.49,44.12,27.51,71.32,38.03,0,2,26,4,7,0,86.08,5263
STU_002912,2021,23,2021,1,1,3.41,60.42,82.76,0,2,55.81,71.6,75.15,52.61,60.17,78.82,75.27,39.88398220532983,62.92524161322708,64.62,1,0,8.0,0,1,0,61.74,4,3.47,5.0,49.98,76.11,51.01,57.4433546637744,22.88,65.45,51.92,61.38,3,0,7,1,0,5,71.25,7588
STU_002913,2024,28,2023,2,1,2.6,58.34,84.85,3,0,96.43,87.08,80.17,69.52,70.28630288475074,99.49,76.44,69.15,59.71,71.79,1,2,8.0,0,0,0,54.7,12,3.06,4.0,44.29,37.84,38.27,7.98,57.81,61.61,90.14,22.75,4,3,35,3,7,5,86.91,4087
STU_002914,2023,25,2023,0,3,3.05,69.03,84.36,0,1,68.04,74.77,76.92,67.97830286016985,78.13,76.77824758131874,65.61,57.62,56.43,41.44,0,1,4.0,1,1,0,28.71,4,1.25,5.0,92.37,77.8,27.03,80.42,28.24,41.74,49.88,63.31,2,3,12,1,0,3,37.82,4947
STU_002915,2025,22,2025,5,2,2.87,76.8,81.59,0,2,55.88,30.9,31.81,45.86,60.07,50.63,48.93,63.88399483080729,58.25630067592439,27.45,1,0,6.0,2,1,0,67.98,9,2.32,2.0,23.67,60.37,41.07,28.92,80.18,32.28,36.48,50.46,0,0,39,4,0,3,38.21,2321
STU_002916,2020,20,2019,0,0,3.36,57.37218746545817,87.36,1,10,62.92,67.34,57.81,57.75,68.65,38.94,65.38,59.29,73.66,56.15,1,0,4.0,1,1,0,22.85,3,2.55,3.0,74.66,52.01,24.0,65.9,57.86,59.45,21.27,88.09,2,2,70,8,6,2,63.65,1115
STU_002917,2025,22,2025,1,2,3.63,47.86,73.06,1,8,55.93,60.33,61.41,64.77,59.69,58.77,50.83,81.22366387039413,74.28333328269859,73.85,1,2,6.0,1,1,1,31.05,5,0.81,0.0,52.51,70.08,72.48,72.52,50.16,43.22,58.67,18.51,1,1,16,1,7,5,85.6,9725
STU_002918,2022,22,2022,5,2,2.26,49.26,76.62,1,8,80.13,96.73,54.26,89.51,81.24,69.54,69.84,92.92534278151524,80.81222001212373,81.55,2,1,0.0,1,2,1,59.99,8,3.68,10.0,53.557445349335616,52.99,55.57,57.4433546637744,73.02,70.32,32.15,47.91,3,1,56,9,5,3,98.07,6212
STU_002919,2023,24,2023,0,3,2.09,43.56,96.48,1,3,88.35,100.0,88.68,72.45,67.6,79.05,79.64,66.51,79.36,15.53,2,3,17.0,1,0,0,35.27,10,1.05,4.0,37.25,69.54,67.59,20.88,49.17,79.1,61.07,62.6,1,0,94,10,7,0,63.21,8869
STU_002920,2021,20,2020,3,1,3.14,29.68,95.92,0,7,66.19,60.51,59.91,47.5,59.48,52.0,74.8423411547056,45.18,46.8,68.32,0,2,16.0,1,0,0,76.42,6,4.67,2.0,43.36,89.13,38.51,62.92,18.84,58.15,88.62,51.77,5,1,54,5,6,4,76.28,2475
STU_002921,2022,25,2022,4,2,3.22,71.77,67.34,2,4,67.84,64.98,60.05,80.19155456242983,70.98558756214713,45.15,56.92,56.99,65.14,83.49,3,0,4.0,0,0,0,58.22,10,3.8,3.0,81.94,81.66,33.96,34.0,93.03,47.32,20.69,87.38,1,0,30,4,5,4,85.86,4424
STU_002922,2023,22,2023,5,3,2.94,69.64,78.88,2,0,86.44,81.58,72.36,68.74,64.68372983297579,70.1,60.38,62.32,52.76,84.19,1,2,6.0,2,2,1,51.98,1,0.98,1.0,70.05,77.25,41.49,42.04,53.18,52.68,18.43,39.58,4,1,24,0,4,3,84.17,8205
STU_002923,2024,26,2024,5,1,2.51,45.77,73.11,1,6,81.13,78.0,50.24,73.59,67.07,62.51,81.29,79.98966135612004,73.2009658693929,75.51,1,2,4.0,0,0,0,27.84,3,0.93,2.0,42.51,83.46,94.63,53.46,59.65,44.44,48.66,88.55,1,0,17,0,4,3,91.2,3070
STU_002924,2021,24,2021,5,2,3.25,39.59,71.34,1,1,51.28,59.64,46.02,77.03024735441059,38.99,79.07164901735969,40.16,61.66,37.45,35.26,2,1,4.0,3,1,0,43.58,4,6.41,4.0,72.16,52.02,30.31,29.97,33.88,51.77,57.83,78.71,3,0,60,2,3,2,62.36,7892
STU_002925,2022,22,2022,3,1,3.26,29.82,90.22,6,5,74.42,76.56,100.0,94.59649622949074,90.7143238753853,86.62,86.15,74.59,71.95,91.0,3,0,0.0,1,2,0,74.04,4,3.04,6.0,46.18,61.67,31.75,77.44,64.44,63.94,46.25,63.72,3,0,46,6,6,0,78.03,7444
STU_002926,2022,23,2022,5,2,2.87,59.39,91.16,0,3,89.89,70.64,95.44,79.24,69.72,83.14,83.86,83.87,88.23,68.97,0,3,6.0,0,0,0,60.63,8,4.19,1.0,28.72,62.66,83.29,57.4433546637744,42.5,54.91,33.0,25.12,1,1,8,1,2,2,81.97,3067
STU_002927,2020,20,2019,1,2,3.11,41.41,56.9,1,7,61.44,59.36,84.15,42.48,70.94,86.87,82.96016596157912,65.24,68.44,45.81,1,1,6.0,0,1,1,30.29,6,2.69,4.0,16.22,62.79,60.7,19.07,58.76,52.28,42.09,79.35,1,1,64,4,0,0,82.42,4822
STU_002928,2024,28,2024,0,0,2.16,53.2,93.51,2,4,65.26,45.86,62.44,86.25334385587881,66.2684368547422,52.97,55.9,57.02,61.63,52.47,1,1,5.0,0,0,0,53.71,7,5.15,1.0,38.33,62.48,16.41,32.71,54.04,83.99,32.78,28.85,1,0,26,0,2,1,59.95,6799
STU_002929,2026,26,2026,0,2,3.93,46.06,90.66,2,2,86.81,83.13,64.04,78.83,55.65,59.14,76.31,70.88846741463736,80.17269426158896,40.72,0,4,11.0,0,0,0,30.1,2,2.55,3.0,49.08,51.97,90.45,65.32,62.81,49.24,68.99,49.95,1,3,53,5,1,4,44.85,4050
STU_002930,2026,21,2025,0,3,3.6,87.13,75.57,1,7,75.04,66.48,64.99,71.86,66.52,72.12,93.66061803012234,58.71,70.69,43.06,3,0,0.0,0,0,0,60.29,6,3.62,1.0,22.25,71.53,72.71,57.4433546637744,50.15,70.34,43.52,25.02,2,1,82,10,1,4,57.74,2535
STU_002931,2021,22,2021,0,2,2.87,75.6,73.26,3,10,87.04,83.65,59.55,56.02,83.29,57.6,68.31,65.08,66.92,62.41,3,2,8.0,0,1,0,12.07,7,2.48,3.0,53.557445349335616,38.41,80.91,58.46,74.27,62.72,47.82,74.61,2,0,16,1,5,2,79.04,5469
STU_002932,2023,26,2023,6,3,2.64,46.01,92.91,0,7,42.03,61.46,59.83,51.73,39.86,45.0,67.11961112592846,49.81,45.69,52.94,1,2,10.0,0,0,0,35.32,3,2.73,3.0,66.6,45.12,75.96,57.4433546637744,64.3,52.17,53.2,36.8,1,1,11,0,6,2,26.62,2587
STU_002933,2019,23,2019,2,0,2.61,72.75,79.75,0,1,100.0,100.0,91.58,86.47242718547189,82.68,95.7727900054207,82.81,90.01,77.6,29.05,2,5,17.0,2,1,1,83.02,4,1.17,0.0,58.63,72.47,61.57,37.04,60.6,81.99,72.5,80.82,2,1,25,4,0,2,82.85,605
STU_002934,2024,22,2024,0,0,2.72,34.86,68.93,2,5,94.94,82.7,65.91,63.73405234022883,77.87117241941394,71.6,99.95,59.7,72.55,58.69,3,2,11.0,3,1,0,57.24,10,1.77,5.0,9.93,47.51,85.56,76.5,63.19,71.99,52.78,42.59,1,3,198,23,4,4,97.83,7435
STU_002935,2020,24,2020,3,2,3.08,57.37218746545817,84.84,3,10,50.47,43.94,58.07,44.65,33.33,41.05,42.73,30.33,53.73,22.03,0,1,10.0,0,1,1,62.71,3,1.18,1.0,64.65,39.27,14.13,82.24,16.96,58.35,43.07,4.84,2,3,27,3,4,5,51.47,8167
STU_002936,2026,22,2026,1,1,2.95,38.31,84.72,4,3,84.44,79.97,60.35,61.65,70.04,73.34,65.02,56.76,58.34,33.8,2,0,0.0,1,1,0,11.69,7,7.27,1.0,50.06,63.03,53.58,83.27,75.54,28.58,26.1,38.75,2,1,6,1,6,4,57.41,1391
STU_002937,2025,21,2025,6,2,3.54,61.68,85.74,0,6,52.89,67.64,53.03,58.48,46.97,65.21,52.38,78.28678659382103,56.70968518592025,83.19,0,0,6.0,0,2,0,31.92,6,5.09,0.0,51.27,64.01,89.2,32.29,36.86,72.9,40.83,65.9,1,1,50,5,3,2,95.08,4636
STU_002938,2020,24,2019,3,2,2.71,58.12,90.51,2,2,76.35,65.0,71.47,75.0,72.64,47.5,73.93,69.07836083644798,51.96927278740241,59.96,1,1,4.0,3,0,0,80.88,8,1.03,1.0,24.5,82.77,17.75,51.92,88.98,37.28,79.8,54.85,2,2,25,1,4,0,65.38,1509
STU_002939,2025,22,2025,0,1,3.27,44.6,74.46,0,6,65.77,73.97,62.4,58.12,62.48,53.75,61.81,89.45093348745607,68.99934958302042,57.09,1,0,4.0,0,1,0,28.49,3,0.6,1.0,90.08,36.22,44.58,58.09,47.99,75.96,55.39,65.92,1,0,25,2,4,5,69.32,2130
STU_002940,2021,24,2021,5,0,3.0,56.02,78.53,0,4,80.28,75.97,72.61,89.69482935035929,80.276477996139,87.51,75.9,65.91,67.12,52.89,0,2,3.0,1,1,0,62.66,4,0.19,4.0,35.41,50.8,79.7,68.23,49.57,40.35,93.35,45.42,0,1,75,8,5,0,83.47,6595
STU_002941,2026,22,2026,1,2,2.74,53.02,74.58,0,5,91.62,87.46,71.34,85.56821687325761,77.32354803942734,92.37,85.92,62.79,63.75,69.0,1,2,4.0,0,0,0,67.68,9,7.34,6.0,45.09,70.14,67.18,57.4433546637744,45.49,77.02,85.73,71.51,3,1,26,1,5,1,90.62,7308
STU_002942,2025,26,2025,5,2,2.71,50.27,87.23,2,0,54.24,73.77,48.5,60.07,80.82596356536808,79.55,66.9,65.66,59.09,44.63,4,1,1.0,2,2,0,74.75,9,2.78,3.0,70.66,42.4,21.44,32.97,72.86,43.65,24.09,59.87,3,0,12,1,5,4,45.38,27
STU_002943,2020,27,2020,1,1,3.9,30.59,78.38,0,4,97.88,100.0,80.63,91.8285467168366,93.89228039932388,88.71,93.09,86.11,89.31,37.9,0,3,12.0,3,2,0,37.08,2,3.34,0.0,44.23,37.93,39.01,58.84,45.91,57.45,38.48,57.45,1,1,44,3,6,1,71.48,3487
STU_002944,2020,22,2020,0,2,2.4,60.84,81.19,3,0,66.98,53.47,71.27,42.82,53.71841386669067,61.63,47.08,42.38,72.39,36.5,2,0,4.0,0,2,1,46.37,7,2.99,2.0,46.29,30.54,55.65,41.37,57.29,50.45,73.91,37.58,5,0,20,2,7,1,47.93,23
STU_002945,2023,25,2023,5,3,3.33,89.65,78.67,0,5,79.1,76.22,78.66,79.48257031532052,97.8333417904451,80.0,90.41,79.17,69.14,25.28,0,4,12.0,2,2,1,71.05,4,2.02,1.0,43.21,51.99,33.56,84.63,60.61,46.19,56.16,21.17,0,2,19,0,0,1,87.92,4264
STU_002946,2019,20,2019,1,0,2.41,54.4,70.72,1,4,75.58,62.66,76.97,97.76043328706274,68.61739973610689,78.38,74.52,68.52,66.24,68.65,0,0,1.0,1,0,0,49.52,4,2.55,3.0,32.03,64.0,69.3,57.4433546637744,97.01,35.83,64.62,58.01,0,1,12,1,7,4,75.43,6741
STU_002947,2019,23,2018,5,2,3.41,76.72,75.39,1,1,47.84,63.9,67.07,63.96836826070016,58.57,72.42199190626741,51.6,66.79,72.17,70.65,1,1,8.0,2,0,0,41.93,5,0.44,3.0,96.28,47.46,74.93,63.35,23.59,82.37,87.51,75.69,3,1,27,0,3,0,82.25,229
STU_002948,2021,22,2021,0,1,2.57,66.89,86.22,0,10,96.51,72.22,81.94,75.21,68.19,79.51,77.66,66.81,86.66,94.56,4,1,6.0,1,0,0,93.87,4,1.03,1.0,63.33,40.77,86.28,42.99,79.51,27.55,66.61,70.22,2,0,12,3,3,4,100.0,4543
STU_002949,2025,25,2025,3,1,3.46,82.44,93.26,0,2,73.75,87.19,72.82,73.06,89.61,81.66,64.78,67.47141295833774,90.1334124536062,48.59,0,1,2.0,4,2,0,71.24,4,0.56,3.0,69.12,79.0,60.71,51.21,32.05,46.85,51.1,65.99,3,3,143,13,2,1,76.07,1539
STU_002950,2022,24,2022,5,2,3.52,55.9,97.14,2,1,71.97,73.26,45.63,70.24453390324649,67.79,64.95638552217542,56.67,51.91,54.79,55.6,0,0,4.0,1,2,0,33.59,4,5.53,4.0,24.27,57.29,92.36,82.51,93.86,67.8,27.62,71.28,3,1,22,2,0,0,84.55,8224
STU_002951,2024,22,2024,5,3,2.86,43.68,77.44,1,10,86.29,97.83,88.54,78.04,82.06,100.0,88.95,100.0,89.02,37.26,2,2,13.0,1,1,1,84.86,7,1.87,4.0,54.98,44.38,67.73,65.75,36.94,29.4,66.13,42.82,2,3,32,3,7,0,74.43,5260
STU_002952,2025,20,2025,0,1,3.03,78.69,77.97,2,0,78.57,72.44,77.54,76.52,86.2255286906874,53.26,77.56,66.6,68.05,84.76,2,2,7.0,1,1,1,57.33377542548776,4,2.81,5.0,63.03,53.31,53.95,72.71,73.61,36.49,58.73,80.48,4,0,25,4,3,1,100.0,2293
STU_002953,2021,25,2021,1,1,2.48,46.78,98.33,3,5,79.99,89.55,67.47,97.4268162440245,85.58972244674806,82.09,66.58,87.46,66.39,81.17,0,0,1.0,1,2,0,40.05,4,2.27,4.0,37.4,29.47,63.23,97.33,63.12,81.35,42.89,72.46,7,1,35,2,6,4,96.36,7150
STU_002954,2020,23,2020,1,1,2.74,50.35,63.32,0,10,83.36,97.49,85.95,80.83,79.9,88.84,74.15,82.06,70.94,65.08,1,5,23.0,3,3,1,59.85,6,5.66,2.0,41.24,78.76,42.17,62.28,42.9,52.88,50.21,19.57,2,1,74,7,5,2,79.31,7850
STU_002955,2020,24,2020,1,1,2.57,43.19,66.01,0,4,63.21,86.01,61.91,75.11516007905925,84.77646896530457,58.84,76.49,62.13,55.96,46.47,2,0,4.0,0,1,0,28.19,4,7.09,5.0,51.71,19.21,50.14,29.04,55.34,70.41,45.82,50.56,4,2,33,8,4,2,68.05,6661
STU_002956,2021,21,2021,6,1,2.69,37.71,79.45,0,1,67.67,67.52,64.94,52.75631445424933,58.52,65.88126923524217,61.17,66.38,45.56,81.29,4,0,2.0,0,2,0,73.76,7,9.62,5.0,65.97,81.55,76.21,57.4433546637744,30.2,62.63,59.39,36.78,1,0,22,1,2,1,94.2,5163
STU_002957,2020,22,2020,2,0,3.13,79.77,93.74,0,10,51.05,76.11,57.62,81.79,76.47,87.76,63.14,85.53,68.71,63.38,1,2,12.0,2,1,1,83.76,12,3.68,6.0,47.06,30.63,72.71,60.58,82.95,74.17,36.04,40.29,4,0,27,1,4,2,94.64,1153
STU_002958,2024,22,2024,1,3,2.25,22.33,82.85,0,1,89.15,80.87,73.02,75.61890964688226,64.26,86.58267791084083,75.88,71.95,76.29,69.04,3,0,4.0,1,1,1,59.32,8,1.78,4.0,77.8,82.4,70.47,57.4433546637744,48.73,37.14,35.5,83.09,4,0,44,7,4,5,87.52,8621
STU_002959,2025,27,2024,5,0,2.79,57.25,68.9,3,2,100.0,95.46,68.44,67.9,72.65,77.58,95.85,100.0,54.31988053374388,60.62,0,3,11.0,2,0,0,37.44,7,1.16,7.0,41.31,54.1,10.52,76.72,23.37,62.05,6.82,72.27,3,1,33,4,7,2,68.77,3844
STU_002960,2019,23,2019,5,2,2.64,77.07,98.06,1,10,91.55,79.86,82.86,84.73,69.42,84.28,75.43,75.54,75.98,39.98,1,0,1.0,0,1,1,19.93,8,1.02,0.0,51.53,81.81,55.85,70.82,59.31,48.31,38.67,84.22,4,1,12,1,7,1,88.2,4896
STU_002961,2019,24,2019,4,1,3.53,66.3,87.12,1,5,58.15,54.5,41.56,74.22072459364114,62.59750398907234,55.19,52.63,52.53,57.18,54.13,1,3,15.0,1,1,0,65.29,2,1.14,1.0,58.31,45.65,53.94,82.06,48.87,51.88,57.76,42.67,5,2,21,1,4,4,67.37,9068
STU_002962,2019,21,2019,5,2,3.21,55.54,72.9,0,1,74.75,76.99,61.18,70.2227780543941,75.95,88.05087227624807,54.26,58.83,81.23,75.94,0,1,2.0,2,1,0,51.17,5,4.14,3.0,53.72,80.24,75.79,76.56,63.22,61.78,37.04,58.97,5,0,25,1,6,3,90.3,516
STU_002963,2023,22,2023,1,0,2.48,72.95,78.79,0,4,75.69,72.58,66.39,79.1348923018873,79.03337044088197,69.23,66.1,67.95,61.21,90.59,2,2,4.0,0,2,1,63.4,8,3.09,1.0,75.76,45.24,79.92,65.25,88.57,59.38,15.46,35.54,1,1,78,7,0,5,100.0,8322
STU_002964,2021,20,2021,5,1,3.53,41.99,100.0,0,5,60.87,87.35,65.82,88.0352755852713,88.90113316218273,74.59,57.35,72.92,73.6,72.14,2,1,6.0,1,3,1,68.22,5,1.85,0.0,8.84,73.87,70.5,65.51,35.18,59.32,45.79,65.76,0,1,29,2,4,1,84.61,8287
STU_002965,2025,24,2024,6,0,3.48,30.33,76.62,0,0,83.23,74.44,79.37,78.98,92.5292972155852,74.71,70.17,65.23,70.32,26.62,3,0,4.0,0,0,0,52.9,5,4.34,1.0,38.72,56.97,62.94,24.28,38.62,54.28,33.53,41.99,1,1,77,8,0,2,81.86,9936
STU_002966,2021,24,2020,5,2,3.6,82.64,93.79,1,4,76.45,67.75,77.58,71.54379043376633,72.67953964220303,73.92,72.62,60.4,58.12,86.89,0,2,8.0,1,0,0,86.65,8,8.12,9.0,31.32,58.08,36.24,51.46,73.16,35.22,35.0,41.36,1,2,17,3,2,0,86.99,964
STU_002967,2025,22,2024,5,1,2.58,57.37218746545817,84.16,1,1,80.49,68.63,70.63,72.45378524492345,52.2,75.9461178795034,74.96,50.75,71.13,83.99,0,1,8.0,3,0,0,58.05,10,2.55,3.0,39.0,59.49,70.02,67.68,45.08,70.36,31.85,62.9,0,1,32,3,2,5,100.0,8517
STU_002968,2019,21,2019,5,2,3.18,30.33,82.28,1,7,49.64,64.9,81.73,67.66,51.08,70.1,40.97776823798852,47.5,60.78,47.97,1,3,18.0,0,0,0,44.12,10,5.52,0.0,74.9,71.29,58.53,74.69,65.13,77.8,7.65,79.39,1,0,40,1,0,3,59.99,2661
STU_002969,2022,22,2022,1,2,2.83,29.71,91.1,1,1,72.99,73.39,75.52,64.39389333693778,70.29,77.85649466563136,68.69,66.28,57.22,91.01,5,0,4.0,2,2,1,57.33377542548776,9,2.42,5.0,75.86,28.48,79.77,79.0,90.22,61.38,58.01,39.71,1,4,65,7,4,1,100.0,2205
STU_002970,2020,24,2020,5,1,3.77,76.92,76.31,0,4,67.44,78.51,79.41,72.6050104161491,71.22120812080674,72.91,61.97,61.83,73.12,46.1,1,1,8.0,2,0,0,66.36,8,3.2,5.0,36.46,40.85,54.69,86.64,52.53,81.26,10.38,33.37,2,2,51,5,5,4,72.45,6575
STU_002971,2020,25,2020,3,1,2.51,49.52,92.97,1,5,75.83,65.92,75.82,77.33010103878219,67.10741464241633,58.73,64.29,58.25,57.6,84.27,0,1,3.0,0,0,0,54.64,10,13.38,9.0,49.47,76.55,81.85,58.77,34.09,68.84,71.3,85.17,2,1,37,2,6,0,91.15,7350
STU_002972,2020,21,2020,6,3,3.07,71.24,73.2,0,1,33.89,55.6,70.84,55.80542057176133,40.72,34.70538258022567,34.22,40.39,49.23,56.54,5,2,15.0,1,1,0,85.73,9,2.55,4.0,43.3,39.6,87.45,65.9,59.31,54.51,26.55,56.62,3,2,51,4,7,3,71.71,189
STU_002973,2023,20,2023,4,1,2.56,49.89,100.0,2,0,56.97,59.71,52.21,35.89,63.93825963803328,27.87,50.75,49.68,42.68,62.38,1,1,9.0,1,1,0,43.74,8,2.74,2.0,48.02,50.25,39.61,12.81,44.75,51.86,13.16,54.28,3,1,17,2,5,3,58.76,7718
STU_002974,2020,21,2020,4,1,3.67,59.01,74.04,0,7,72.63,86.83,78.83,79.5,67.62,57.54,100.0,81.85,56.08,43.64,1,1,7.0,2,1,0,57.92,6,4.97,2.0,35.57,95.85,30.75,24.01,76.45,29.34,71.96,28.39,3,1,39,5,0,4,76.35,8883
STU_002975,2026,22,2026,3,0,3.52,77.16,86.0,0,5,66.76,65.94,69.6,64.08624401818517,60.13366049558221,74.52,63.38,64.69,70.3,48.89,1,2,11.0,0,1,0,76.3,1,2.55,3.0,25.98,72.5,50.16,57.4433546637744,72.98,59.59,52.82,5.12,1,1,25,1,3,1,60.65,7492
STU_002976,2025,25,2024,0,1,3.08,41.2,85.83,0,4,84.55,69.74,61.07,68.41955704769751,71.00314398308872,94.2,61.49,81.66,75.36,65.59,1,1,5.0,1,0,0,57.33377542548776,4,2.22,2.0,48.51,42.97,67.33,67.71,66.46,61.63,56.19,25.56,2,0,42,2,7,4,60.76,3473
STU_002977,2021,25,2021,5,2,3.15,70.76,79.19,0,10,76.29,78.55,54.52,69.14,59.67,70.65,67.32,48.22,70.39,66.46,0,1,7.0,2,1,0,58.03,16,2.36,9.0,46.15,62.91,43.59,56.49,87.42,50.7,46.35,66.93,1,1,31,3,6,4,76.99,8175
